번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어
49,1,2017,정면,단어,KETI_SL_0000000049.MOV,48
50,1,2017,정면,단어,KETI_SL_0000000050.MOV,49
51,1,2017,정면,단어,KETI_SL_0000000051.MOV,50
52,1,2017,정면,단어,KETI_SL_0000000052.MOV,51
53,1,2017,정면,단어,KETI_SL_0000000053.MOV,52
54,1,2017,정면,단어,KETI_SL_0000000054.MOV,53
55,1,2017,정면,단어,KETI_SL_0000000055.MOV,54
56,1,2017,정면,단어,KETI_SL_0000000056.MOV,55
57,1,2017,정면,단어,KETI_SL_0000000057.MOV,56
58,1,2017,정면,단어,KETI_SL_0000000058.MOV,57
59,1,2017,정면,단어,KETI_SL_0000000059.MOV,58
60,1,2017,정면,단어,KETI_SL_0000000060.MOV,59
61,1,2017,정면,단어,KETI_SL_0000000061.MOV,60
62,1,2017,정면,단어,KETI_SL_0000000062.MOV,61
63,1,2017,정면,단어,KETI_SL_0000000063.MOV,62
64,1,2017,정면,단어,KETI_SL_0000000064.MOV,63
65,1,2017,정면,단어,KETI_SL_0000000065.MOV,64
66,1,2017,정면,단어,KETI_SL_0000000066.MOV,65
67,1,2017,정면,단어,KETI_SL_0000000067.MOV,66
68,1,2017,정면,단어,KETI_SL_0000000068.MOV,67
69,1,2017,정면,단어,KETI_SL_0000000069.MOV,68
70,1,2017,정면,단어,KETI_SL_0000000070.MOV,69
71,1,2017,정면,단어,KETI_SL_0000000071.MOV,70
72,1,2017,정면,단어,KETI_SL_0000000072.MOV,71
73,1,2017,정면,단어,KETI_SL_0000000073.MOV,72
74,1,2017,정면,단어,KETI_SL_0000000074.MOV,73
75,1,2017,정면,단어,KETI_SL_0000000075.MOV,74
76,1,2017,정면,단어,KETI_SL_0000000076.MOV,75
77,1,2017,정면,단어,KETI_SL_0000000077.MOV,76
78,1,2017,정면,단어,KETI_SL_0000000078.MOV,77
79,1,2017,정면,단어,KETI_SL_0000000079.MOV,78
80,1,2017,정면,단어,KETI_SL_0000000080.MOV,79
81,1,2017,정면,단어,KETI_SL_0000000081.MOV,80
82,1,2017,정면,단어,KETI_SL_0000000082.MOV,81
83,1,2017,정면,단어,KETI_SL_0000000083.MOV,82
84,1,2017,정면,단어,KETI_SL_0000000084.MOV,83
85,1,2017,정면,단어,KETI_SL_0000000085.MOV,84
86,1,2017,정면,단어,KETI_SL_0000000086.MOV,85
87,1,2017,정면,단어,KETI_SL_0000000087.MOV,86
88,1,2017,정면,단어,KETI_SL_0000000088.MOV,87
89,1,2017,정면,단어,KETI_SL_0000000089.MOV,88
90,1,2017,정면,단어,KETI_SL_0000000090.MOV,89
91,1,2017,정면,단어,KETI_SL_0000000091.MOV,90
92,1,2017,정면,단어,KETI_SL_0000000092.MOV,91
93,1,2017,정면,단어,KETI_SL_0000000093.MOV,92
94,1,2017,정면,단어,KETI_SL_0000000094.MOV,93
95,1,2017,정면,단어,KETI_SL_0000000095.MOV,94
96,1,2017,정면,단어,KETI_SL_0000000096.MOV,95
97,1,2017,정면,단어,KETI_SL_0000000097.MOV,96
98,1,2017,정면,단어,KETI_SL_0000000098.MOV,97
99,1,2017,정면,단어,KETI_SL_0000000099.MOV,98
100,1,2017,정면,단어,KETI_SL_0000000100.MOV,99
101,1,2017,정면,단어,KETI_SL_0000000101.MOV,100
420,1,2017,측면,단어,KETI_SL_0000000420.MTS,0
421,1,2017,측면,단어,KETI_SL_0000000421.MTS,1
422,1,2017,측면,단어,KETI_SL_0000000422.MTS,2
423,1,2017,측면,단어,KETI_SL_0000000423.MTS,3
424,1,2017,측면,단어,KETI_SL_0000000424.MTS,4
425,1,2017,측면,단어,KETI_SL_0000000425.MTS,5
426,1,2017,측면,단어,KETI_SL_0000000426.MTS,6
427,1,2017,측면,단어,KETI_SL_0000000427.MTS,7
428,1,2017,측면,단어,KETI_SL_0000000428.MTS,8
429,1,2017,측면,단어,KETI_SL_0000000429.MTS,9
430,1,2017,측면,단어,KETI_SL_0000000430.MTS,10
431,1,2017,측면,단어,KETI_SL_0000000431.MTS,11
432,1,2017,측면,단어,KETI_SL_0000000432.MTS,12
433,1,2017,측면,단어,KETI_SL_0000000433.MTS,13
434,1,2017,측면,단어,KETI_SL_0000000434.MTS,14
435,1,2017,측면,단어,KETI_SL_0000000435.MTS,15
436,1,2017,측면,단어,KETI_SL_0000000436.MTS,16
437,1,2017,측면,단어,KETI_SL_0000000437.MTS,17
438,1,2017,측면,단어,KETI_SL_0000000438.MTS,18
439,1,2017,측면,단어,KETI_SL_0000000439.MTS,19
440,1,2017,측면,단어,KETI_SL_0000000440.MTS,20
441,1,2017,측면,단어,KETI_SL_0000000441.MTS,21
442,1,2017,측면,단어,KETI_SL_0000000442.MTS,22
443,1,2017,측면,단어,KETI_SL_0000000443.MTS,23
444,1,2017,측면,단어,KETI_SL_0000000444.MTS,24
445,1,2017,측면,단어,KETI_SL_0000000445.MTS,25
446,1,2017,측면,단어,KETI_SL_0000000446.MTS,26
447,1,2017,측면,단어,KETI_SL_0000000447.MTS,27
448,1,2017,측면,단어,KETI_SL_0000000448.MTS,28
449,1,2017,측면,단어,KETI_SL_0000000449.MTS,29
450,1,2017,측면,단어,KETI_SL_0000000450.MTS,30
451,1,2017,측면,단어,KETI_SL_0000000451.MTS,31
452,1,2017,측면,단어,KETI_SL_0000000452.MTS,32
453,1,2017,측면,단어,KETI_SL_0000000453.MTS,33
454,1,2017,측면,단어,KETI_SL_0000000454.MTS,34
455,1,2017,측면,단어,KETI_SL_0000000455.MTS,35
456,1,2017,측면,단어,KETI_SL_0000000456.MTS,36
457,1,2017,측면,단어,KETI_SL_0000000457.MTS,37
458,1,2017,측면,단어,KETI_SL_0000000458.MTS,38
459,1,2017,측면,단어,KETI_SL_0000000459.MTS,39
460,1,2017,측면,단어,KETI_SL_0000000460.MTS,40
461,1,2017,측면,단어,KETI_SL_0000000461.MTS,41
462,1,2017,측면,단어,KETI_SL_0000000462.MTS,42
463,1,2017,측면,단어,KETI_SL_0000000463.MTS,43
464,1,2017,측면,단어,KETI_SL_0000000464.MTS,44
465,1,2017,측면,단어,KETI_SL_0000000465.MTS,45
466,1,2017,측면,단어,KETI_SL_0000000466.MTS,46
467,1,2017,측면,단어,KETI_SL_0000000467.MTS,47
468,1,2017,측면,단어,KETI_SL_0000000468.MTS,48
469,1,2017,측면,단어,KETI_SL_0000000469.MTS,49
470,1,2017,측면,단어,KETI_SL_0000000470.MTS,50
471,1,2017,측면,단어,KETI_SL_0000000471.MTS,51
472,1,2017,측면,단어,KETI_SL_0000000472.MTS,52
473,1,2017,측면,단어,KETI_SL_0000000473.MTS,53
474,1,2017,측면,단어,KETI_SL_0000000474.MTS,54
475,1,2017,측면,단어,KETI_SL_0000000475.MTS,55
476,1,2017,측면,단어,KETI_SL_0000000476.MTS,56
477,1,2017,측면,단어,KETI_SL_0000000477.MTS,57
478,1,2017,측면,단어,KETI_SL_0000000478.MTS,58
479,1,2017,측면,단어,KETI_SL_0000000479.MTS,59
480,1,2017,측면,단어,KETI_SL_0000000480.MTS,60
481,1,2017,측면,단어,KETI_SL_0000000481.MTS,61
482,1,2017,측면,단어,KETI_SL_0000000482.MTS,62
483,1,2017,측면,단어,KETI_SL_0000000483.MTS,63
484,1,2017,측면,단어,KETI_SL_0000000484.MTS,64
485,1,2017,측면,단어,KETI_SL_0000000485.MTS,65
486,1,2017,측면,단어,KETI_SL_0000000486.MTS,66
487,1,2017,측면,단어,KETI_SL_0000000487.MTS,67
488,1,2017,측면,단어,KETI_SL_0000000488.MTS,68
489,1,2017,측면,단어,KETI_SL_0000000489.MTS,69
490,1,2017,측면,단어,KETI_SL_0000000490.MTS,70
491,1,2017,측면,단어,KETI_SL_0000000491.MTS,71
492,1,2017,측면,단어,KETI_SL_0000000492.MTS,72
493,1,2017,측면,단어,KETI_SL_0000000493.MTS,73
494,1,2017,측면,단어,KETI_SL_0000000494.MTS,74
495,1,2017,측면,단어,KETI_SL_0000000495.MTS,75
496,1,2017,측면,단어,KETI_SL_0000000496.MTS,76
497,1,2017,측면,단어,KETI_SL_0000000497.MTS,77
498,1,2017,측면,단어,KETI_SL_0000000498.MTS,78
499,1,2017,측면,단어,KETI_SL_0000000499.MTS,79
500,1,2017,측면,단어,KETI_SL_0000000500.MTS,80
501,1,2017,측면,단어,KETI_SL_0000000501.MTS,81
502,1,2017,측면,단어,KETI_SL_0000000502.MTS,82
503,1,2017,측면,단어,KETI_SL_0000000503.MTS,83
504,1,2017,측면,단어,KETI_SL_0000000504.MTS,84
505,1,2017,측면,단어,KETI_SL_0000000505.MTS,85
506,1,2017,측면,단어,KETI_SL_0000000506.MTS,86
507,1,2017,측면,단어,KETI_SL_0000000507.MTS,87
508,1,2017,측면,단어,KETI_SL_0000000508.MTS,88
509,1,2017,측면,단어,KETI_SL_0000000509.MTS,89
510,1,2017,측면,단어,KETI_SL_0000000510.MTS,90
511,1,2017,측면,단어,KETI_SL_0000000511.MTS,91
512,1,2017,측면,단어,KETI_SL_0000000512.MTS,92
513,1,2017,측면,단어,KETI_SL_0000000513.MTS,93
514,1,2017,측면,단어,KETI_SL_0000000514.MTS,94
515,1,2017,측면,단어,KETI_SL_0000000515.MTS,95
516,1,2017,측면,단어,KETI_SL_0000000516.MTS,96
517,1,2017,측면,단어,KETI_SL_0000000517.MTS,97
518,1,2017,측면,단어,KETI_SL_0000000518.MTS,98
519,1,2017,측면,단어,KETI_SL_0000000519.MTS,99
520,1,2017,측면,단어,KETI_SL_0000000520.MTS,100
839,2,2017,정면,단어,KETI_SL_0000000839.MTS,0
840,2,2017,정면,단어,KETI_SL_0000000840.MTS,1
841,2,2017,정면,단어,KETI_SL_0000000841.MTS,2
842,2,2017,정면,단어,KETI_SL_0000000842.MTS,3
843,2,2017,정면,단어,KETI_SL_0000000843.MTS,4
844,2,2017,정면,단어,KETI_SL_0000000844.MTS,5
845,2,2017,정면,단어,KETI_SL_0000000845.MTS,6
846,2,2017,정면,단어,KETI_SL_0000000846.MTS,7
847,2,2017,정면,단어,KETI_SL_0000000847.MTS,8
848,2,2017,정면,단어,KETI_SL_0000000848.MTS,9
849,2,2017,정면,단어,KETI_SL_0000000849.MTS,10
850,2,2017,정면,단어,KETI_SL_0000000850.MTS,12
851,2,2017,정면,단어,KETI_SL_0000000851.MTS,11
852,2,2017,정면,단어,KETI_SL_0000000852.MTS,13
853,2,2017,정면,단어,KETI_SL_0000000853.MTS,14
854,2,2017,정면,단어,KETI_SL_0000000854.MTS,15
855,2,2017,정면,단어,KETI_SL_0000000855.MTS,16
856,2,2017,정면,단어,KETI_SL_0000000856.MTS,17
857,2,2017,정면,단어,KETI_SL_0000000857.MTS,18
858,2,2017,정면,단어,KETI_SL_0000000858.MTS,19
859,2,2017,정면,단어,KETI_SL_0000000859.MTS,20
860,2,2017,정면,단어,KETI_SL_0000000860.MTS,21
861,2,2017,정면,단어,KETI_SL_0000000861.MTS,22
862,2,2017,정면,단어,KETI_SL_0000000862.MTS,23
863,2,2017,정면,단어,KETI_SL_0000000863.MTS,24
864,2,2017,정면,단어,KETI_SL_0000000864.MTS,25
865,2,2017,정면,단어,KETI_SL_0000000865.MTS,26
866,2,2017,정면,단어,KETI_SL_0000000866.MTS,27
867,2,2017,정면,단어,KETI_SL_0000000867.MTS,28
868,2,2017,정면,단어,KETI_SL_0000000868.MTS,29
869,2,2017,정면,단어,KETI_SL_0000000869.MTS,30
870,2,2017,정면,단어,KETI_SL_0000000870.MTS,31
871,2,2017,정면,단어,KETI_SL_0000000871.MTS,32
872,2,2017,정면,단어,KETI_SL_0000000872.MTS,33
873,2,2017,정면,단어,KETI_SL_0000000873.MTS,34
874,2,2017,정면,단어,KETI_SL_0000000874.MTS,35
875,2,2017,정면,단어,KETI_SL_0000000875.MTS,36
876,2,2017,정면,단어,KETI_SL_0000000876.MTS,37
877,2,2017,정면,단어,KETI_SL_0000000877.MTS,38
878,2,2017,정면,단어,KETI_SL_0000000878.MTS,39
879,2,2017,정면,단어,KETI_SL_0000000879.MTS,40
880,2,2017,정면,단어,KETI_SL_0000000880.MTS,41
881,2,2017,정면,단어,KETI_SL_0000000881.MTS,42
882,2,2017,정면,단어,KETI_SL_0000000882.MTS,43
883,2,2017,정면,단어,KETI_SL_0000000883.MTS,44
884,2,2017,정면,단어,KETI_SL_0000000884.MTS,45
885,2,2017,정면,단어,KETI_SL_0000000885.MTS,46
886,2,2017,정면,단어,KETI_SL_0000000886.MTS,47
887,2,2017,정면,단어,KETI_SL_0000000887.MTS,48
888,2,2017,정면,단어,KETI_SL_0000000888.MTS,49
889,2,2017,정면,단어,KETI_SL_0000000889.MTS,50
890,2,2017,정면,단어,KETI_SL_0000000890.MTS,51
891,2,2017,정면,단어,KETI_SL_0000000891.MTS,52
892,2,2017,정면,단어,KETI_SL_0000000892.MTS,53
893,2,2017,정면,단어,KETI_SL_0000000893.MTS,54
894,2,2017,정면,단어,KETI_SL_0000000894.MTS,55
895,2,2017,정면,단어,KETI_SL_0000000895.MTS,56
896,2,2017,정면,단어,KETI_SL_0000000896.MTS,57
897,2,2017,정면,단어,KETI_SL_0000000897.MTS,58
898,2,2017,정면,단어,KETI_SL_0000000898.MTS,59
899,2,2017,정면,단어,KETI_SL_0000000899.MTS,60
900,2,2017,정면,단어,KETI_SL_0000000900.MTS,61
901,2,2017,정면,단어,KETI_SL_0000000901.MTS,62
902,2,2017,정면,단어,KETI_SL_0000000902.MTS,63
903,2,2017,정면,단어,KETI_SL_0000000903.MTS,64
904,2,2017,정면,단어,KETI_SL_0000000904.MTS,65
905,2,2017,정면,단어,KETI_SL_0000000905.MTS,66
906,2,2017,정면,단어,KETI_SL_0000000906.MTS,67
907,2,2017,정면,단어,KETI_SL_0000000907.MTS,68
908,2,2017,정면,단어,KETI_SL_0000000908.MTS,69
909,2,2017,정면,단어,KETI_SL_0000000909.MTS,70
910,2,2017,정면,단어,KETI_SL_0000000910.MTS,71
911,2,2017,정면,단어,KETI_SL_0000000911.MTS,72
912,2,2017,정면,단어,KETI_SL_0000000912.MTS,73
913,2,2017,정면,단어,KETI_SL_0000000913.MTS,74
914,2,2017,정면,단어,KETI_SL_0000000914.MTS,75
915,2,2017,정면,단어,KETI_SL_0000000915.MTS,76
916,2,2017,정면,단어,KETI_SL_0000000916.MTS,77
917,2,2017,정면,단어,KETI_SL_0000000917.MTS,78
918,2,2017,정면,단어,KETI_SL_0000000918.MTS,79
919,2,2017,정면,단어,KETI_SL_0000000919.MTS,80
920,2,2017,정면,단어,KETI_SL_0000000920.MTS,81
921,2,2017,정면,단어,KETI_SL_0000000921.MTS,82
922,2,2017,정면,단어,KETI_SL_0000000922.MTS,83
923,2,2017,정면,단어,KETI_SL_0000000923.MTS,84
924,2,2017,정면,단어,KETI_SL_0000000924.MTS,85
925,2,2017,정면,단어,KETI_SL_0000000925.MTS,86
926,2,2017,정면,단어,KETI_SL_0000000926.MTS,87
927,2,2017,정면,단어,KETI_SL_0000000927.MTS,88
928,2,2017,정면,단어,KETI_SL_0000000928.MTS,89
929,2,2017,정면,단어,KETI_SL_0000000929.MTS,90
930,2,2017,정면,단어,KETI_SL_0000000930.MTS,91
931,2,2017,정면,단어,KETI_SL_0000000931.MTS,92
932,2,2017,정면,단어,KETI_SL_0000000932.MTS,93
933,2,2017,정면,단어,KETI_SL_0000000933.MTS,94
934,2,2017,정면,단어,KETI_SL_0000000934.MTS,95
935,2,2017,정면,단어,KETI_SL_0000000935.MTS,96
936,2,2017,정면,단어,KETI_SL_0000000936.MTS,97
937,2,2017,정면,단어,KETI_SL_0000000937.MTS,98
938,2,2017,정면,단어,KETI_SL_0000000938.MTS,99
939,2,2017,정면,단어,KETI_SL_0000000939.MTS,100
1258,2,2017,측면,단어,KETI_SL_0000001258.MTS,0
1259,2,2017,측면,단어,KETI_SL_0000001259.MTS,1
1260,2,2017,측면,단어,KETI_SL_0000001260.MTS,2
1261,2,2017,측면,단어,KETI_SL_0000001261.MTS,3
1262,2,2017,측면,단어,KETI_SL_0000001262.MTS,4
1263,2,2017,측면,단어,KETI_SL_0000001263.MTS,5
1264,2,2017,측면,단어,KETI_SL_0000001264.MTS,6
1265,2,2017,측면,단어,KETI_SL_0000001265.MTS,7
1266,2,2017,측면,단어,KETI_SL_0000001266.MTS,8
1267,2,2017,측면,단어,KETI_SL_0000001267.MTS,9
1268,2,2017,측면,단어,KETI_SL_0000001268.MTS,10
1269,2,2017,측면,단어,KETI_SL_0000001269.MTS,11
1270,2,2017,측면,단어,KETI_SL_0000001270.MTS,12
1271,2,2017,측면,단어,KETI_SL_0000001271.MTS,13
1272,2,2017,측면,단어,KETI_SL_0000001272.MTS,14
1273,2,2017,측면,단어,KETI_SL_0000001273.MTS,15
1274,2,2017,측면,단어,KETI_SL_0000001274.MTS,16
1275,2,2017,측면,단어,KETI_SL_0000001275.MTS,17
1276,2,2017,측면,단어,KETI_SL_0000001276.MTS,18
1277,2,2017,측면,단어,KETI_SL_0000001277.MTS,19
1278,2,2017,측면,단어,KETI_SL_0000001278.MTS,20
1279,2,2017,측면,단어,KETI_SL_0000001279.MTS,21
1280,2,2017,측면,단어,KETI_SL_0000001280.MTS,22
1281,2,2017,측면,단어,KETI_SL_0000001281.MTS,23
1282,2,2017,측면,단어,KETI_SL_0000001282.MTS,24
1283,2,2017,측면,단어,KETI_SL_0000001283.MTS,25
1284,2,2017,측면,단어,KETI_SL_0000001284.MTS,26
1285,2,2017,측면,단어,KETI_SL_0000001285.MTS,27
1286,2,2017,측면,단어,KETI_SL_0000001286.MTS,28
1287,2,2017,측면,단어,KETI_SL_0000001287.MTS,29
1288,2,2017,측면,단어,KETI_SL_0000001288.MTS,30
1289,2,2017,측면,단어,KETI_SL_0000001289.MTS,31
1290,2,2017,측면,단어,KETI_SL_0000001290.MTS,32
1291,2,2017,측면,단어,KETI_SL_0000001291.MTS,33
1292,2,2017,측면,단어,KETI_SL_0000001292.MTS,34
1293,2,2017,측면,단어,KETI_SL_0000001293.MTS,35
1294,2,2017,측면,단어,KETI_SL_0000001294.MTS,36
1295,2,2017,측면,단어,KETI_SL_0000001295.MTS,37
1296,2,2017,측면,단어,KETI_SL_0000001296.MTS,38
1297,2,2017,측면,단어,KETI_SL_0000001297.MTS,39
1298,2,2017,측면,단어,KETI_SL_0000001298.MTS,40
1299,2,2017,측면,단어,KETI_SL_0000001299.MTS,41
1300,2,2017,측면,단어,KETI_SL_0000001300.MTS,42
1301,2,2017,측면,단어,KETI_SL_0000001301.MTS,43
1302,2,2017,측면,단어,KETI_SL_0000001302.MTS,44
1303,2,2017,측면,단어,KETI_SL_0000001303.MTS,45
1304,2,2017,측면,단어,KETI_SL_0000001304.MTS,46
1305,2,2017,측면,단어,KETI_SL_0000001305.MTS,47
1306,2,2017,측면,단어,KETI_SL_0000001306.MTS,48
1307,2,2017,측면,단어,KETI_SL_0000001307.MTS,49
1308,2,2017,측면,단어,KETI_SL_0000001308.MTS,50
1309,2,2017,측면,단어,KETI_SL_0000001309.MTS,51
1310,2,2017,측면,단어,KETI_SL_0000001310.MTS,52
1311,2,2017,측면,단어,KETI_SL_0000001311.MTS,53
1312,2,2017,측면,단어,KETI_SL_0000001312.MTS,54
1313,2,2017,측면,단어,KETI_SL_0000001313.MTS,55
1314,2,2017,측면,단어,KETI_SL_0000001314.MTS,56
1315,2,2017,측면,단어,KETI_SL_0000001315.MTS,57
1316,2,2017,측면,단어,KETI_SL_0000001316.MTS,58
1317,2,2017,측면,단어,KETI_SL_0000001317.MTS,59
1318,2,2017,측면,단어,KETI_SL_0000001318.MTS,60
1319,2,2017,측면,단어,KETI_SL_0000001319.MTS,61
1320,2,2017,측면,단어,KETI_SL_0000001320.MTS,62
1321,2,2017,측면,단어,KETI_SL_0000001321.MTS,63
1322,2,2017,측면,단어,KETI_SL_0000001322.MTS,64
1323,2,2017,측면,단어,KETI_SL_0000001323.MTS,65
1324,2,2017,측면,단어,KETI_SL_0000001324.MTS,66
1325,2,2017,측면,단어,KETI_SL_0000001325.MTS,67
1326,2,2017,측면,단어,KETI_SL_0000001326.MTS,68
1327,2,2017,측면,단어,KETI_SL_0000001327.MTS,69
1328,2,2017,측면,단어,KETI_SL_0000001328.MTS,70
1329,2,2017,측면,단어,KETI_SL_0000001329.MTS,71
1330,2,2017,측면,단어,KETI_SL_0000001330.MTS,72
1331,2,2017,측면,단어,KETI_SL_0000001331.MTS,73
1332,2,2017,측면,단어,KETI_SL_0000001332.MTS,74
1333,2,2017,측면,단어,KETI_SL_0000001333.MTS,75
1334,2,2017,측면,단어,KETI_SL_0000001334.MTS,76
1335,2,2017,측면,단어,KETI_SL_0000001335.MTS,77
1336,2,2017,측면,단어,KETI_SL_0000001336.MTS,78
1337,2,2017,측면,단어,KETI_SL_0000001337.MTS,79
1338,2,2017,측면,단어,KETI_SL_0000001338.MTS,80
1339,2,2017,측면,단어,KETI_SL_0000001339.MTS,81
1340,2,2017,측면,단어,KETI_SL_0000001340.MTS,82
1341,2,2017,측면,단어,KETI_SL_0000001341.MTS,83
1342,2,2017,측면,단어,KETI_SL_0000001342.MTS,84
1343,2,2017,측면,단어,KETI_SL_0000001343.MTS,85
1344,2,2017,측면,단어,KETI_SL_0000001344.MTS,86
1345,2,2017,측면,단어,KETI_SL_0000001345.MTS,87
1346,2,2017,측면,단어,KETI_SL_0000001346.MTS,88
1347,2,2017,측면,단어,KETI_SL_0000001347.MTS,89
1348,2,2017,측면,단어,KETI_SL_0000001348.MTS,90
1349,2,2017,측면,단어,KETI_SL_0000001349.MTS,91
1350,2,2017,측면,단어,KETI_SL_0000001350.MTS,92
1351,2,2017,측면,단어,KETI_SL_0000001351.MTS,93
1352,2,2017,측면,단어,KETI_SL_0000001352.MTS,94
1353,2,2017,측면,단어,KETI_SL_0000001353.MTS,95
1354,2,2017,측면,단어,KETI_SL_0000001354.MTS,96
1355,2,2017,측면,단어,KETI_SL_0000001355.MTS,97
1356,2,2017,측면,단어,KETI_SL_0000001356.MTS,98
1357,2,2017,측면,단어,KETI_SL_0000001357.MTS,99
1358,2,2017,측면,단어,KETI_SL_0000001358.MTS,100
1677,3,2017,정면,단어,KETI_SL_0000001677.MOV,0
1678,3,2017,정면,단어,KETI_SL_0000001678.MOV,9
1679,3,2017,정면,단어,KETI_SL_0000001679.MOV,99
1680,3,2017,정면,단어,KETI_SL_0000001680.MOV,100
1689,3,2017,정면,단어,KETI_SL_0000001689.MOV,10
1700,3,2017,정면,단어,KETI_SL_0000001700.MOV,11
1711,3,2017,정면,단어,KETI_SL_0000001711.MOV,12
1722,3,2017,정면,단어,KETI_SL_0000001722.MOV,13
1733,3,2017,정면,단어,KETI_SL_0000001733.MOV,14
1744,3,2017,정면,단어,KETI_SL_0000001744.MOV,15
1755,3,2017,정면,단어,KETI_SL_0000001755.MOV,16
1766,3,2017,정면,단어,KETI_SL_0000001766.MOV,17
1777,3,2017,정면,단어,KETI_SL_0000001777.MOV,18
1788,3,2017,정면,단어,KETI_SL_0000001788.MOV,1
1789,3,2017,정면,단어,KETI_SL_0000001789.MOV,19
1800,3,2017,정면,단어,KETI_SL_0000001800.MOV,20
1811,3,2017,정면,단어,KETI_SL_0000001811.MOV,21
1823,3,2017,정면,단어,KETI_SL_0000001823.MOV,22
1833,3,2017,정면,단어,KETI_SL_0000001833.MOV,23
1844,3,2017,정면,단어,KETI_SL_0000001844.MOV,24
1855,3,2017,정면,단어,KETI_SL_0000001855.MOV,25
1866,3,2017,정면,단어,KETI_SL_0000001866.MOV,26
1877,3,2017,정면,단어,KETI_SL_0000001877.MOV,27
1888,3,2017,정면,단어,KETI_SL_0000001888.MOV,28
1899,3,2017,정면,단어,KETI_SL_0000001899.MOV,2
1900,3,2017,정면,단어,KETI_SL_0000001900.MOV,29
1911,3,2017,정면,단어,KETI_SL_0000001911.MOV,30
1922,3,2017,정면,단어,KETI_SL_0000001922.MOV,31
1933,3,2017,정면,단어,KETI_SL_0000001933.MOV,32
1944,3,2017,정면,단어,KETI_SL_0000001944.MOV,33
1955,3,2017,정면,단어,KETI_SL_0000001955.MOV,34
1966,3,2017,정면,단어,KETI_SL_0000001966.MOV,35
1977,3,2017,정면,단어,KETI_SL_0000001977.MOV,36
1988,3,2017,정면,단어,KETI_SL_0000001988.MOV,37
1999,3,2017,정면,단어,KETI_SL_0000001999.MOV,38
2010,3,2017,정면,단어,KETI_SL_0000002010.MOV,3
2011,3,2017,정면,단어,KETI_SL_0000002011.MOV,39
2022,3,2017,정면,단어,KETI_SL_0000002022.MOV,40
2033,3,2017,정면,단어,KETI_SL_0000002033.MOV,41
2034,3,2017,정면,단어,KETI_SL_0000002034.MOV,42
